Time (UTC)	Intensity
2025-06-11 03:38:48.000363525+00:00	1.632807e+11
2025-06-11 03:38:51.000363525+00:00	1.632818e+11
2025-06-11 03:38:53.000363525+00:00	1.632821e+11
2025-06-11 03:38:54.000363525+00:00	1.632889e+11
2025-06-11 03:39:01.000363525+00:00	1.632871e+11
2025-06-11 03:39:07.000363525+00:00	1.632653e+11
2025-06-11 03:39:10.000363525+00:00	1.632720e+11
2025-06-11 03:39:15.000363525+00:00	1.632612e+11
2025-06-11 03:39:25.000363525+00:00	1.632424e+11
2025-06-11 03:39:33.000363525+00:00	1.632445e+11
2025-06-11 03:39:44.000363525+00:00	1.632415e+11
2025-06-11 03:39:49.000363525+00:00	1.632269e+11
2025-06-11 03:39:50.000363525+00:00	1.632334e+11
2025-06-11 03:39:53.000363525+00:00	1.632234e+11
2025-06-11 03:40:00.000363525+00:00	1.632126e+11
2025-06-11 03:40:02.000363525+00:00	1.632053e+11
2025-06-11 03:40:13.000363525+00:00	1.631973e+11
2025-06-11 03:40:18.000363525+00:00	1.632014e+11
